,FileName,Label,ClassName
193,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Wilkie Collins\Wilkie+Collins-3632-3632-8.Txt,100,Wilkie Collins
194,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elizabeth Cleghorn Gaskell\Elizabeth+Cleghorn+Gaskell-4276-Ecgns10.Txt,26,Elizabeth Cleghorn Gaskell
195,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Upton Sinclair\Upton+Sinclair-5677-Jmhgg10.Txt,96,Upton Sinclair
196,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-1947-1947-8.Txt,82,Rafael Sabatini
197,C:\Users\nivmizrahi\PycharmProjects\PRO\books\William Carleton\William+Carleton-16019-16019.Txt,101,William Carleton
198,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Angela Brazil\Angela+Brazil-20730-20730-8.Txt,3,Angela Brazil
199,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Upton Sinclair\Upton+Sinclair-5776-Strpt10.Txt,96,Upton Sinclair
200,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Honore De Balzac\Honore+De+Balzac-1482-1482.Txt,53,Honore De Balzac
201,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elizabeth Cleghorn Gaskell\Elizabeth+Cleghorn+Gaskell-4274-Wived11.Txt,26,Elizabeth Cleghorn Gaskell
202,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Winston Churchill\Winston+Churchill-4943-4943-8.Txt,104,Winston Churchill
203,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Fenimore Cooper\James+Fenimore+Cooper-19983-19983-8.Txt,54,James Fenimore Cooper
204,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Andre Norton\Andre+Norton-20788-20788-8.Txt,1,Andre Norton
205,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Maurice Leblanc\Maurice+Leblanc-28093-28093-8.Txt,74,Maurice Leblanc
206,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charles Darwin\Charles+Darwin-3704-3704-8.Txt,12,Charles Darwin
207,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Fenimore Cooper\James+Fenimore+Cooper-4796-8Tier10.Txt,54,James Fenimore Cooper
208,C:\Users\nivmizrahi\PycharmProjects\PRO\books\H G Wells\H+G+Wells-3797-3797.Txt,47,H G Wells
209,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-3423-3423.Txt,82,Rafael Sabatini
210,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Louisa May Alcott\Louisa+May+Alcott-5830-Grlnd11.Txt,68,Louisa May Alcott
211,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-13937-13937-8.Txt,105,Zane Grey
212,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Maurice Leblanc\Maurice+Leblanc-24839-24839-8.Txt,74,Maurice Leblanc
213,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Joseph A Altsheler\Joseph+A+Altsheler-3653-3653.Txt,62,Joseph A Altsheler
214,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henry Rider Haggard\Henry+Rider+Haggard-2763-2763-8.Txt,49,Henry Rider Haggard
215,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Walter Scott\Walter+Scott-5355-Gmnng10.Txt,98,Walter Scott
216,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Gissing\George+Gissing-4313-4313.Txt,39,George Gissing
217,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elinor Glyn\Elinor+Glyn-13530-13530-8.Txt,24,Elinor Glyn
218,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Walter Scott\Walter+Scott-12742-12742-8.Txt,98,Walter Scott
219,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-2192-2192.Txt,59,John Galsworthy
220,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Angela Brazil\Angela+Brazil-20163-20163-8.Txt,3,Angela Brazil
221,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-21698-21698.Txt,81,R M Ballantyne
222,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jeffery Farnol\Jeffery+Farnol-16074-16074-8.Txt,56,Jeffery Farnol
223,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elinor Glyn\Elinor+Glyn-16692-16692-8.Txt,24,Elinor Glyn
224,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Frederick Marryat\Frederick+Marryat-21572-21572.Txt,35,Frederick Marryat
225,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-2559-2559.Txt,59,John Galsworthy
226,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-1965-1965.Txt,82,Rafael Sabatini
227,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Fenimore Cooper\James+Fenimore+Cooper-20475-20475-8.Txt,54,James Fenimore Cooper
228,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-19154-19154.Txt,36,G A Henty
229,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Angela Brazil\Angela+Brazil-18019-18019-8.Txt,3,Angela Brazil
230,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-3467-3467-8.Txt,82,Rafael Sabatini
231,C:\Users\nivmizrahi\PycharmProjects\PRO\books\B M Bower\B+M+Bower-15625-15625.Txt,9,B M Bower
232,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Walter Scott\Walter+Scott-5950-Frtnl10.Txt,98,Walter Scott
233,C:\Users\nivmizrahi\PycharmProjects\PRO\books\E E Smith\E+E+Smith-20898-20898.Txt,17,E E Smith
234,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Maurice Leblanc\Maurice+Leblanc-1563-1563.Txt,74,Maurice Leblanc
235,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henryk Sienkiewicz\Henryk+Sienkiewicz-30365-30365-8.Txt,50,Henryk Sienkiewicz
236,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charles Darwin\Charles+Darwin-2300-Dscmn10.Txt,12,Charles Darwin
237,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henry Rider Haggard\Henry+Rider+Haggard-5175-5175-8.Txt,49,Henry Rider Haggard
238,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Honore De Balzac\Honore+De+Balzac-1950-1950.Txt,53,Honore De Balzac
239,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-5140-5140-8.Txt,5,Anthony Trollope
240,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edna Ferber\Edna+Ferber-1602-1602.Txt,22,Edna Ferber
241,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-21735-21735.Txt,81,R M Ballantyne
242,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elizabeth Cleghorn Gaskell\Elizabeth+Cleghorn+Gaskell-4534-4534.Txt,26,Elizabeth Cleghorn Gaskell
243,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Mary Roberts Rinehart\Mary+Roberts+Rinehart-1869-1869.Txt,73,Mary Roberts Rinehart
244,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Martha Finley\Martha+Finley-14875-14875-8.Txt,70,Martha Finley
245,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Robert Louis Stevenson\Robert+Louis+Stevenson-14133-14133-8.Txt,85,Robert Louis Stevenson
246,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-2639-2639.Txt,59,John Galsworthy
247,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Robert W Chambers\Robert+W+Chambers-24306-24306.Txt,86,Robert W Chambers
248,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Margaret Sidney\Margaret+Sidney-5632-Flttp10.Txt,69,Margaret Sidney
249,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-22224-22224-8.Txt,36,G A Henty
250,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jules Verne\Jules+Verne-28657-28657-8.Txt,64,Jules Verne
251,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Robert Louis Stevenson\Robert+Louis+Stevenson-27780-27780-8.Txt,85,Robert Louis Stevenson
252,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Oliver Wendell Holmes\Oliver+Wendell+Holmes-2696-2696.Txt,78,Oliver Wendell Holmes
253,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Wilkie Collins\Wilkie+Collins-1438-1438.Txt,100,Wilkie Collins
254,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Sax Rohmer\Sax+Rohmer-18613-18613.Txt,87,Sax Rohmer
255,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Margaret Sidney\Margaret+Sidney-26122-26122-8.Txt,69,Margaret Sidney
256,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emile Zola\Emile+Zola-5135-5135-8.Txt,29,Emile Zola
257,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Ruskin\John+Ruskin-30325-30325-8.Txt,60,John Ruskin
258,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charles Kingsley\Charles+Kingsley-1697-1697.Txt,13,Charles Kingsley
259,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Wilkie Collins\Wilkie+Collins-1587-1587.Txt,100,Wilkie Collins
260,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-21713-21713.Txt,81,R M Ballantyne
261,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Herman Melville\Herman+Melville-28656-28656-8.Txt,51,Herman Melville
262,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Arthur Conan Doyle\Arthur+Conan+Doyle-13152-13152.Txt,8,Arthur Conan Doyle
263,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Theodor Mommsen\Theodor+Mommsen-10703-10703.Txt,91,Theodor Mommsen
264,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-3530-3530-8.Txt,82,Rafael Sabatini
265,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-26002-26002-8.Txt,5,Anthony Trollope
266,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-2783-2783.Txt,82,Rafael Sabatini
267,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charles Kingsley\Charles+Kingsley-1860-1860.Txt,13,Charles Kingsley
268,C:\Users\nivmizrahi\PycharmProjects\PRO\books\E Phillips Oppenheim\E+Phillips+Oppenheim-5743-5743-8.Txt,18,E Phillips Oppenheim
269,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Washington Cable\George+Washington+Cable-10234-10234-10234.Txt,43,George Washington Cable
270,C:\Users\nivmizrahi\PycharmProjects\PRO\books\L T Meade\L+T+Meade-15149-15149-8.Txt,66,L T Meade
271,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Mary Eleanor Wilkins Freeman\Mary+Eleanor+Wilkins+Freeman-17428-17428-8.Txt,71,Mary Eleanor Wilkins Freeman
272,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Winston Churchill\Winston+Churchill-3649-3649.Txt,104,Winston Churchill
273,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henry Rider Haggard\Henry+Rider+Haggard-5754-5754.Txt,49,Henry Rider Haggard
274,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Wilkie Collins\Wilkie+Collins-1895-1895.Txt,100,Wilkie Collins
275,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emmuska Orczy Orczy\Emmuska+Orczy+Orczy-5805-Lscap10.Txt,32,Emmuska Orczy Orczy
276,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-21716-21716.Txt,81,R M Ballantyne
277,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charlotte Mary Yonge\Charlotte+Mary+Yonge-3259-Cntkt10.Txt,14,Charlotte Mary Yonge
278,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emily Sarah Holt\Emily+Sarah+Holt-23623-23623.Txt,30,Emily Sarah Holt
279,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henry Rider Haggard\Henry+Rider+Haggard-1368-1368-8.Txt,49,Henry Rider Haggard
280,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rex Ellingwood Beach\Rex+Ellingwood+Beach-5099-5099-8.Txt,83,Rex Ellingwood Beach
281,C:\Users\nivmizrahi\PycharmProjects\PRO\books\H G Wells\H+G+Wells-27365-27365-8.Txt,47,H G Wells
282,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Fenimore Cooper\James+Fenimore+Cooper-11957-11957.Txt,54,James Fenimore Cooper
283,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Andre Norton\Andre+Norton-18458-18458-8.Txt,1,Andre Norton
284,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edna Ferber\Edna+Ferber-14714-14714-8.Txt,22,Edna Ferber
285,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charles Kingsley\Charles+Kingsley-20138-20138.Txt,13,Charles Kingsley
286,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-24617-24617.Txt,81,R M Ballantyne
287,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-5897-Cslrc10.Txt,5,Anthony Trollope
288,C:\Users\nivmizrahi\PycharmProjects\PRO\books\O Henry\O+Henry-2777-2777-8.Txt,77,O Henry
289,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Joseph A Altsheler\Joseph+A+Altsheler-5207-5207.Txt,62,Joseph A Altsheler
290,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anton Pavlovich Chekhov\Anton+Pavlovich+Chekhov-1732-1732.Txt,6,Anton Pavlovich Chekhov
291,C:\Users\nivmizrahi\PycharmProjects\PRO\books\L T Meade\L+T+Meade-15839-15839-8.Txt,66,L T Meade
292,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Thomas Bulfinch\Thomas+Bulfinch-4927-Lgnds10.Txt,94,Thomas Bulfinch
293,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Macdonald\George+Macdonald-2433-2433-8.Txt,40,George Macdonald
294,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Charles Kingsley\Charles+Kingsley-11381-11381.Txt,13,Charles Kingsley
295,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-19070-19070.Txt,36,G A Henty
296,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emile Gaboriau\Emile+Gaboriau-3336-3336-8.Txt,28,Emile Gaboriau
297,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henry Rider Haggard\Henry+Rider+Haggard-3813-3813-8.Txt,49,Henry Rider Haggard
298,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jules Verne\Jules+Verne-18857-18857-8.Txt,64,Jules Verne
299,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jerome K Jerome\Jerome+K+Jerome-2183-2183.Txt,57,Jerome K Jerome
300,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Homer\Homer-16452-16452-8.Txt,52,Homer
301,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Moore\George+Moore-11654-11654.Txt,42,George Moore
302,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Joseph A Altsheler\Joseph+A+Altsheler-25186-25186-8.Txt,62,Joseph A Altsheler
303,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-12234-12234-8.Txt,5,Anthony Trollope
304,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Winston Churchill\Winston+Churchill-3766-3766.Txt,104,Winston Churchill
305,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edgar Allan Poe\Edgar+Allan+Poe-10031-10031-8.Txt,19,Edgar Allan Poe
306,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Albert Bigelow Paine\Albert+Bigelow+Paine-3463-3463.Txt,0,Albert Bigelow Paine
307,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anna Katharine Green\Anna+Katharine+Green-10083-10083.Txt,4,Anna Katharine Green
308,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-23373-23373.Txt,81,R M Ballantyne
309,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-4269-4269.Txt,59,John Galsworthy
310,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jules Verne\Jules+Verne-11263-11263-8.Txt,64,Jules Verne
311,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Louisa May Alcott\Louisa+May+Alcott-10360-10360.Txt,68,Louisa May Alcott
312,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Meredith\George+Meredith-4476-4476.Txt,41,George Meredith
313,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Daniel Defoe\Daniel+Defoe-30344-30344-8.Txt,15,Daniel Defoe
314,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Arthur Conan Doyle\Arthur+Conan+Doyle-5148-Rdst10.Txt,8,Arthur Conan Doyle
315,C:\Users\nivmizrahi\PycharmProjects\PRO\books\L M Montgomery\L+M+Montgomery-5340-Fcrvn10.Txt,65,L M Montgomery
316,C:\Users\nivmizrahi\PycharmProjects\PRO\books\E E Smith\E+E+Smith-20782-20782.Txt,17,E E Smith
317,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-4599-4599-8.Txt,5,Anthony Trollope
318,C:\Users\nivmizrahi\PycharmProjects\PRO\books\David Hume\David+Hume-4705-Trthn10.Txt,16,David Hume
319,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Barr Mccutcheon\George+Barr+Mccutcheon-13967-13967-8.Txt,38,George Barr Mccutcheon
320,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Mary Lamb\Mary+Lamb-1286-Tshak10A.Txt,72,Mary Lamb
321,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-4552-Thbrd10.Txt,105,Zane Grey
322,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R Austin Freeman\R+Austin+Freeman-13882-13882-8.Txt,80,R Austin Freeman
323,C:\Users\nivmizrahi\PycharmProjects\PRO\books\L T Meade\L+T+Meade-4989-Swgrl10.Txt,66,L T Meade
324,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Max Brand\Max+Brand-12436-12436.Txt,75,Max Brand
325,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-1300-1300.Txt,105,Zane Grey
326,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Oliver Curwood\James+Oliver+Curwood-29406-29406-8.Txt,55,James Oliver Curwood
327,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Joseph Conrad\Joseph+Conrad-1058-Tmots10.Txt,63,Joseph Conrad
328,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Susan Warner\Susan+Warner-28376-28376-8.Txt,90,Susan Warner
329,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Andrew Lang\Andrew+Lang-28096-28096-8.Txt,2,Andrew Lang
330,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-3457-3457.Txt,105,Zane Grey
331,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Thomas Bulfinch\Thomas+Bulfinch-4926-Thgfc10.Txt,94,Thomas Bulfinch
332,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Fergus Hume\Fergus+Hume-4223-4223.Txt,33,Fergus Hume
333,C:\Users\nivmizrahi\PycharmProjects\PRO\books\P G Wodehouse\P+G+Wodehouse-2233-Dmsnd11.Txt,79,P G Wodehouse
334,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Stanley John Weyman\Stanley+John+Weyman-15763-15763.Txt,89,Stanley John Weyman
335,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Henry Rider Haggard\Henry+Rider+Haggard-1207-1207.Txt,49,Henry Rider Haggard
336,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G Maspero\G+Maspero-17327-17327-8.Txt,37,G Maspero
337,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elizabeth\Elizabeth-30302-30302-8.Txt,25,Elizabeth
338,C:\Users\nivmizrahi\PycharmProjects\PRO\books\B M Bower\B+M+Bower-29580-29580-8.Txt,9,B M Bower
339,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Theodore Roosevelt\Theodore+Roosevelt-11944-11944.Txt,93,Theodore Roosevelt
340,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Ruskin\John+Ruskin-26716-26716-8.Txt,60,John Ruskin
341,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-5067-5067.Txt,105,Zane Grey
342,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-19398-19398.Txt,36,G A Henty
343,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anthony Trollope\Anthony+Trollope-29000-29000-8.Txt,5,Anthony Trollope
344,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emile Gaboriau\Emile+Gaboriau-2736-2736-8.Txt,28,Emile Gaboriau
345,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elizabeth Cleghorn Gaskell\Elizabeth+Cleghorn+Gaskell-24879-24879-8.Txt,26,Elizabeth Cleghorn Gaskell
346,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-2594-2594.Txt,59,John Galsworthy
347,C:\Users\nivmizrahi\PycharmProjects\PRO\books\H Beam Piper\H+Beam+Piper-17866-17866-8.Txt,46,H Beam Piper
348,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edgar Wallace\Edgar+Wallace-24767-24767-8.Txt,20,Edgar Wallace
349,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Wilkie Collins\Wilkie+Collins-1917-1917.Txt,100,Wilkie Collins
350,C:\Users\nivmizrahi\PycharmProjects\PRO\books\E Phillips Oppenheim\E+Phillips+Oppenheim-1878-1878.Txt,18,E Phillips Oppenheim
351,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-14313-14313-8.Txt,36,G A Henty
352,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Honore De Balzac\Honore+De+Balzac-1715-1715.Txt,53,Honore De Balzac
353,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Honore De Balzac\Honore+De+Balzac-1912-1912.Txt,53,Honore De Balzac
354,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Theodor Mommsen\Theodor+Mommsen-10702-10702.Txt,91,Theodor Mommsen
355,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-5075-5075.Txt,36,G A Henty
356,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Washington Cable\George+Washington+Cable-12280-12280.Txt,43,George Washington Cable
357,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Andrew Lang\Andrew+Lang-5127-Sbun10.Txt,2,Andrew Lang
358,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Fenimore Cooper\James+Fenimore+Cooper-11243-11243.Txt,54,James Fenimore Cooper
359,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Jules Verne\Jules+Verne-16457-16457-8.Txt,64,Jules Verne
360,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Margaret Sidney\Margaret+Sidney-2770-2770.Txt,69,Margaret Sidney
361,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Rafael Sabatini\Rafael+Sabatini-3294-3294-8.Txt,82,Rafael Sabatini
362,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Anton Pavlovich Chekhov\Anton+Pavlovich+Chekhov-13415-13415-8.Txt,6,Anton Pavlovich Chekhov
363,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G Maspero\G+Maspero-17325-17325-8.Txt,37,G Maspero
364,C:\Users\nivmizrahi\PycharmProjects\PRO\books\George Macdonald\George+Macdonald-1640-1640-8.Txt,40,George Macdonald
365,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Zane Grey\Zane+Grey-1262-1262.Txt,105,Zane Grey
366,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Hall Caine\Hall+Caine-25570-25570-8.Txt,48,Hall Caine
367,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-13290-13290.Txt,81,R M Ballantyne
368,C:\Users\nivmizrahi\PycharmProjects\PRO\books\James Fenimore Cooper\James+Fenimore+Cooper-3285-3285-8.Txt,54,James Fenimore Cooper
369,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elizabeth\Elizabeth-14646-14646-8.Txt,25,Elizabeth
370,C:\Users\nivmizrahi\PycharmProjects\PRO\books\H G Wells\H+G+Wells-19229-19229-8.Txt,47,H G Wells
371,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-3429-3429.Txt,36,G A Henty
372,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emile Zola\Emile+Zola-13695-13695.Txt,29,Emile Zola
373,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Galsworthy\John+Galsworthy-2309-2309.Txt,59,John Galsworthy
374,C:\Users\nivmizrahi\PycharmProjects\PRO\books\John Ruskin\John+Ruskin-29906-29906-8.Txt,60,John Ruskin
375,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Theodore Roosevelt\Theodore+Roosevelt-5032-Suroo11.Txt,93,Theodore Roosevelt
376,C:\Users\nivmizrahi\PycharmProjects\PRO\books\G A Henty\G+A+Henty-24244-24244-8.Txt,36,G A Henty
377,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Walter Scott\Walter+Scott-5077-Marmn10A.Txt,98,Walter Scott
378,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Elinor Glyn\Elinor+Glyn-20512-20512-8.Txt,24,Elinor Glyn
379,C:\Users\nivmizrahi\PycharmProjects\PRO\books\R M Ballantyne\R+M+Ballantyne-21730-21730.Txt,81,R M Ballantyne
380,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edgar Wallace\Edgar+Wallace-20912-20912-8.Txt,20,Edgar Wallace
381,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Emmuska Orczy Orczy\Emmuska+Orczy+Orczy-2785-2785.Txt,32,Emmuska Orczy Orczy
382,C:\Users\nivmizrahi\PycharmProjects\PRO\books\William Makepeace Thackeray\William+Makepeace+Thackeray-2686-2686-8.Txt,103,William Makepeace Thackeray
383,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Oliver Wendell Holmes\Oliver+Wendell+Holmes-2666-2666.Txt,78,Oliver Wendell Holmes
384,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Edna Ferber\Edna+Ferber-11395-11395.Txt,22,Edna Ferber
385,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Maurice Leblanc\Maurice+Leblanc-4017-4017.Txt,74,Maurice Leblanc
386,C:\Users\nivmizrahi\PycharmProjects\PRO\books\Theodore Dreiser\Theodore+Dreiser-1840-1840.Txt,92,Theodore Dreiser
